问题,年份,公司,鑫鑫关键词,包关键词
宏昌电子材料股份有限公司在2020年的资产负债比率是多少？请保留至小数点后两位。,2020,603002,资产|负债比率,资产负债比率
2020年，山东新能泰山发电股份有限公司的速动比率为多少?保留2位小数。,2020,000720,速动比率,速动比率
株洲宏达电子股份有限公司2019年研发费用和财务费用分别是多少元?,2019,300726,研发|费用|财务费用,财务费用|研发费用和财务费用|研发费用
盛达资源2019年的固定资产和无形资产分别是多少元？,2019,000603,固定资产|无形|资产,固定资产|固定资产和无形资产|无形资产
请问安徽华茂纺织股份有限公司在2020年的资产负债比率是多少?数值请保留到小数点后两位。,2020,000850,请问|资产|负债比率|数值,资产负债比率
绿盟科技集团股份有限公司2021年营业成本是多少元?,2021,300369,营业成本,营业成本
顺发恒业股份公司的法定代表人在2019-2021年间是否都相同?,2019|2021,000631,法定|代表人|间|是否|相同,法定代表人-间是否相同
2019年中远海运能源运输股份有限公司毛利率为多少?保留2位小数。,2019,600026,毛利率,毛利率
2021年宁夏青龙管业集团股份有限公司的每股净资产是多少元？,2021,002457,每股|净资产,每股净资产
震有科技在2021年的营业收入增长率约为多少？请保留至小数点后两位。,2021,688418,营业收入增长率|约,营业收入增长率
2020年太钢不锈的流动负债比率是多少?保留2位小数。,2020,000825,流动|负债比率,流动负债比率
志邦家居在2019年的财务费用是多少元?,2019,603801,财务费用,财务费用
贵阳朗玛信息技术股份有限公司在2021年的货币资金是多少元？,2021,300288,货币资金,货币资金
请问，大唐发电在2019年的三费比重是多少？请保留2位小数。,2019,601991,请问|三费比重,三费比重
江苏汇鸿国际集团股份有限公司2021年固定资产是多少元?,2021,600981,固定资产,固定资产
洽洽食品2019年办公地址是什么?,2019,002557,办公地址,办公地址
根据2020年卓朗科技的年报，请简要介绍报告期内公司的现金比率的情况，保留2位小数。,2020,600225,现金比率|情况,现金比率
神州数码信息服务股份有限公司2019年年报中注册地址是什么?,2019,000555,注册地址,注册地址
2020年中科金财非流动负债比率是多少?保留2位小数。,2020,002657,流动|负债比率,非流动负债比率
常州神力电机股份有限公司2021年期末现金及现金等价物余额是多少元?,2021,603819,期末现金|现金等价物余额,期末现金及现金等价物余额
什么是经营活动产生的现金流量？,,,,
同飞股份在2020年的利润总额和净利润分别是多少元？,2020,300990,利润总额|净利润,净利润|利润总额|利润总额和净利润
九有股份在2020年的管理费用增长率是多少，结果请保留2位小数?,2020,600462,管理费用增长率,管理费用增长率
浙江盾安人工环境股份有限公司在2019年的证券代码是什么?,2019,002011,证券代码,证券代码
在2021年，汉缆股份的衍生金融资产是多少元?,2021,002498,衍生金融资产,衍生金融资产
从2021年的年报数据可知，北京银行的总负债增长率是多少?保留2位小数。,2021,601169,数据|可知|总负债增长率,总负债增长率
雪人股份2020年销售费用增长率是多少?保留2位小数。,2020,002639,销售费用增长率,销售费用增长率
2021年红塔证券利息支出和利息收入分别是多少元?,2021,601236,利息支出|利息收入,利息收入|利息支出|利息支出和利息收入
根据2020年的年报数据，圣元环保股份有限公司的利润总额是多少元?,2020,300867,数据|利润总额,利润总额
倍加洁集团股份有限公司2020年的研发费用是多少元？,2020,603059,研发|费用,研发费用
请问，2020年安徽安孚电池科技股份有限公司的非流动负债比率为多少？请保留2位小数。,2020,603031,请问|流动|负债比率,非流动负债比率
你能告诉我银河微电2021年营业利润增长率的数据吗？记得要保留两位小数。,2021,688689,告诉|营业利润增长率|数据|记,营业利润增长率
苏州固锝2020年现金比率是多少?保留2位小数。,2020,002079,现金比率,现金比率
根据2020年的年报，香农芯创科技股份有限公司的净利润总额是多少元?,2020,300475,净利润总额,净利润总额
2019年国联股份证券代码是什么?,2019,603613,,证券代码
当升科技在2019年的电子信箱是什么?,2019,300073,电子信箱,电子信箱
2019年民生控股股份有限公司固定资产和无形资产分别是多少元?,2019,000416,固定资产|无形|资产,固定资产|固定资产和无形资产|无形资产
渝三峡2019年研发费用和财务费用分别是多少元?,2019,000565,研发|费用|财务费用,财务费用|研发费用和财务费用|研发费用
2019年深信服的企业研发经费与营业收入比值是多少?保留2位小数。,2019,300454,企业|研发|经费|营业收入比值,企业研发经费|企业研发经费与营业收入比值|营业收入
国风新材2019年研发人员数是什么?,2019,000859,研发|人员数,研发人员数
2019年上海钢联电子信箱是什么?,2019,300226,电子信箱,电子信箱
应收款项融资是什么意思？,,,,
请问2019年利扬芯片的研发费用以及财务费用分别为多少元？,2019,688135,请问|研发|费用|财务费用,财务费用|研发费用和财务费用|研发费用
2019年北京君正集成电路股份有限公司注册地址是什么?,2019,300223,注册地址,注册地址
什么是市盈率？如何计算？,,,,
木林森股份有限公司在2021年的总资产增长率是多少，精确到小数点后两位?,2021,002745,总|资产增长率|精确,总资产增长率
2021年苏州富士莱医药股份有限公司每股收益和每股净资产分别是多少元?,2021,301258,每股|收益|每股|净资产,每股收益|每股净资产|每股收益和每股净资产
万顺新材在2019年的注册地址是什么？,2019,300057,注册地址,注册地址
2019年中航工业机电系统股份有限公司法定代表人是什么?,2019,002013,法定|代表人,法定代表人
恒瑞医药2019年的固定资产和无形资产分别是多少元？,2019,600276,固定资产|无形|资产,固定资产|固定资产和无形资产|无形资产
应交税费的管理对公司的财务状况和税务合规性有何影响？,,,,
北京久其软件股份有限公司在2020年的净利润率是多少？请保留2位小数。,2020,002279,净利润率,净利润率
天水华天科技股份有限公司在2020年对联营企业和合营企业的投资收益金额是多少元?,2020,002185,联营企业|合营企业|投资收益金额,投资收益金额
什么是存货？,,,,
汇洁股份在2020年的利润总额是多少元?,2020,002763,利润总额,利润总额
2020年中兵红箭管理费用增长率是多少?保留2位小数。,2020,000519,管理费用增长率,管理费用增长率
景嘉微在2021年的应付职工薪酬是多少元？,2021,300474,应付职工薪酬,应付职工薪酬
融捷健康2021年衍生金融资产和其他非流动金融资产分别是多少元?,2021,300247,衍生金融资产|流动金融资产,衍生金融资产和其他非流动金融资产|其他非流动金融资产|衍生金融资产
什么是综合收益总额？,,,,
2019年天津天保基建股份有限公司投资收益占营业收入比率为多少?保留2位小数。,2019,000965,投资收益|占|营业收入比率,营业收入比率|投资收益占营业收入比率|投资收益
2021年唐山冀东水泥股份有限公司每股收益和每股净资产分别是多少元?,2021,000401,每股|收益|每股|净资产,每股收益|每股净资产|每股收益和每股净资产
其他应收款的分类和计提规则如何影响公司的资金回收和风险控制？,,,,
2020年苏交科集团股份有限公司综合收益总额是多少元?,2020,300284,综合收益总额,综合收益总额
2021年本钢板材股份有限公司每股净资产是多少元?,2021,000761,每股|净资产,每股净资产
北京文化2021年无形资产增长率是多少?保留2位小数。,2021,000802,无形|资产增长率,无形资产增长率
广西柳药集团股份有限公司在2020年的管理费用是多少元？,2020,603368,管理费用,管理费用
奥士康科技股份有限公司在2019年的证券代码是什么?,2019,002913,证券代码,证券代码
2019年中信银行股份有限公司企业硕士及以上人员占职工人数比例为多少?保留2位小数。,2019,601998,企业硕士|人员|占职工人数比例,职工人数比例|企业硕士及以上人员占职工人数比例|企业硕士及以上人员
2020年华测导航的管理费用增长率是多少?请以2位小数点形式回答。,2020,300627,管理费用增长率|形式|回答,管理费用增长率
